Id,MSSubClass,MSZoning,LotFrontage,LotArea,Grvl,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1336,A,RL,80,9650,0,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,1,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,Attchd,1977,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,0,4,2009,WD,Normal,167900
975,G,RL,60,11414,0,IR1,Lvl,1,Corner,Gtl,BrkSide,RRAn,Feedr,1Fam,2Story,Good,Very Good,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,TA,0,SBrkr,1136,883,0,2019,0,0,1,0,3,1,Gd,8,Typ,0,Detchd,1997,Unf,2,532,TA,TA,Y,509,135,0,0,0,0,0,10,2009,WD,Normal,167500
1027,A,RL,73,9300,0,Reg,Lvl,1,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Average,Average,1960,1960,Gable,CompShg,MetalSd,HdBoard,BrkFace,324,TA,TA,CBlock,TA,TA,No,Rec,697,Unf,0,571,1268,GasA,TA,1,SBrkr,1264,0,0,1264,1,0,1,0,3,1,TA,6,Typ,2,Attchd,1960,Unf,2,461,TA,TA,Y,0,0,0,0,1,0,0,4,2010,WD,Normal,167500
220,L,RL,43,3010,0,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,Ex,1,SBrkr,1248,0,0,1248,0,0,2,0,2,1,Gd,5,Typ,0,Attchd,2005,Fin,2,438,TA,TA,Y,108,0,0,0,0,0,0,3,2006,New,Partial,167240
467,A,RL,85,10628,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Good,Average,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,1,SBrkr,1277,0,0,1277,1,0,1,0,2,1,TA,5,Typ,1,Attchd,1970,Unf,2,526,TA,TA,Y,0,0,0,0,1,0,0,4,2007,WD,Normal,167000
834,A,RL,100,10004,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Above Average,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180,TA,TA,CBlock,TA,TA,No,Rec,196,BLQ,1,975,1516,GasA,TA,1,SBrkr,1516,0,0,1516,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1964,RFn,2,472,TA,TA,Y,0,0,0,0,1,0,0,2,2009,WD,Normal,167000
295,A,RL,80,9600,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,1416,GasA,TA,1,SBrkr,1644,0,0,1644,1,0,1,0,3,1,TA,7,Typ,2,Attchd,1953,Fin,2,418,TA,TA,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,167000
660,A,RL,75,9937,0,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Average,Good,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,TA,TA,No,BLQ,637,Unf,0,849,1486,GasA,Ex,1,SBrkr,1486,0,0,1486,1,0,1,0,3,1,TA,7,Typ,0,Detchd,1968,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,167000
831,A,RL,80,11900,0,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387,TA,TA,CBlock,TA,TA,No,Rec,1040,Unf,0,352,1392,GasA,TA,1,FuseA,1392,0,0,1392,1,0,1,1,3,1,TA,6,Typ,2,Attchd,1957,RFn,2,458,TA,TA,Y,0,0,0,0,1,0,0,6,2008,WD,Normal,166000
143,E,RL,71,8520,0,Reg,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Average,Below Average,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,1,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,Detchd,2000,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,166000
1372,I,RL,80,9600,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Above Average,Above Average,1955,1996,Hip,CompShg,AsbShng,AsbShng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,831,Unf,0,161,992,GasA,Gd,1,SBrkr,1661,0,0,1661,1,0,1,0,3,1,Gd,8,Typ,1,BuiltIn,1955,RFn,1,377,TA,TA,Y,0,28,0,0,1,0,0,10,2008,WD,Normal,165500
34,A,RL,70,10552,0,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,Average,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,1018,Unf,0,380,1398,GasA,Gd,1,SBrkr,1700,0,0,1700,0,1,1,1,4,1,Gd,6,Typ,1,Attchd,1959,RFn,2,447,TA,TA,Y,0,38,0,0,0,0,0,4,2010,WD,Normal,165500
1255,F,RL,60,6931,0,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,Good,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,GasA,Ex,1,SBrkr,760,896,0,1656,0,0,2,1,3,1,Gd,7,Typ,1,BuiltIn,2003,Fin,2,397,TA,TA,Y,178,128,0,0,0,0,0,7,2008,WD,Normal,165400
625,F,RL,80,10400,0,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Above Average,Average,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288,TA,TA,CBlock,TA,TA,No,Rec,247,Unf,0,485,732,GasA,Gd,1,SBrkr,1012,778,0,1790,1,0,1,2,4,1,TA,8,Min2,1,Attchd,1972,RFn,2,484,TA,TA,Y,148,0,0,0,1,0,0,11,2006,WD,Normal,165150
1013,G,RL,55,10592,0,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Above Average,Good,1923,1996,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,Fa,No,Unf,0,Unf,0,602,602,GasA,TA,1,SBrkr,900,602,0,1502,0,0,1,1,3,1,Gd,7,Typ,2,Detchd,1923,Unf,1,180,TA,TA,Y,96,0,1,0,1,0,0,8,2007,WD,Normal,165000
368,I,RL,101,9150,0,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Above Average,Average,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,GasA,Gd,1,SBrkr,1431,0,0,1431,0,1,1,0,3,1,TA,6,Typ,1,Basment,1962,RFn,1,296,TA,TA,Y,64,110,0,0,0,0,0,12,2008,WD,Normal,165000
1053,F,RL,100,9500,0,Reg,Lvl,1,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,Above Average,Above Average,1964,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272,TA,TA,CBlock,TA,TA,No,Rec,442,Unf,0,374,816,GasA,TA,1,SBrkr,1127,850,0,1977,0,1,1,1,4,1,TA,9,Typ,1,Attchd,1964,RFn,2,540,TA,TA,Y,0,52,0,0,0,0,0,6,2007,WD,Normal,165000
716,A,RL,78,10140,0,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,174,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1064,1064,GasA,TA,1,SBrkr,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,Attchd,1974,RFn,2,478,TA,TA,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,165000
402,A,RL,65,8767,0,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Good,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,1,SBrkr,1310,0,0,1310,0,0,2,0,3,1,Gd,6,Typ,1,Attchd,2005,Fin,2,400,TA,TA,Y,0,0,0,0,0,0,0,7,2006,New,Partial,164990
511,A,RL,75,14559,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Average,Good,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,1,178,1008,GasA,Ex,1,SBrkr,1363,0,0,1363,1,0,1,0,2,1,TA,6,Min1,2,CarPort,1951,Unf,1,288,TA,TA,Y,324,42,0,0,1,0,2000,6,2009,WD,Normal,164900
286,N,FV,35,4251,0,IR1,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Good,Average,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,GasA,Ex,1,SBrkr,625,625,0,1250,0,0,2,1,2,1,Gd,5,Typ,0,Detchd,2006,RFn,2,528,TA,TA,Y,0,54,0,0,0,0,0,6,2007,New,Partial,164700
88,N,FV,40,3951,0,Reg,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Above Average,Average,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,GasA,Ex,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500
578,I,RL,96,11777,0,IR1,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Average,Above Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97,TA,TA,CBlock,TA,TA,Av,LwQ,328,ALQ,1,285,1164,GasA,Ex,1,SBrkr,1320,0,0,1320,1,0,1,0,3,1,TA,6,Typ,2,Attchd,1966,RFn,2,564,TA,TA,Y,160,68,1,0,0,0,0,5,2006,WD,Abnorml,164500
853,H,RL,53,7128,0,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Good,Average,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,364,Unf,0,554,918,GasA,Gd,1,SBrkr,918,728,0,1646,0,0,2,0,4,1,TA,7,Typ,2,Detchd,1941,Unf,1,240,TA,TA,Y,0,0,0,0,1,0,0,8,2007,WD,Normal,164000
484,L,RM,32,4500,0,Reg,Lvl,1,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,Above Average,Average,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,1,SBrkr,1216,0,0,1216,1,0,2,0,2,1,TA,5,Typ,0,Attchd,1998,Unf,2,402,TA,TA,Y,0,125,0,0,0,0,0,5,2006,WD,Normal,164000
1212,E,RL,152,12134,0,IR1,Bnk,1,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,Very Good,Good,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,Wood,Gd,TA,Av,GLQ,427,Unf,0,132,559,GasA,Gd,1,SBrkr,1080,672,0,1752,0,0,2,0,4,1,TA,8,Typ,0,Basment,1988,RFn,2,492,TA,TA,Y,325,12,0,0,0,0,0,6,2010,WD,Normal,164000
120,F,RL,65,8461,0,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Above Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Ex,1,SBrkr,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Attchd,2005,Fin,2,390,TA,TA,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
93,B,RL,80,13360,0,IR1,HLS,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Average,Good,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,GasA,Ex,1,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,1,0,0,0,0,8,2009,WD,Normal,163500
736,H,RM,60,10800,0,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Good,Good,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,0,SBrkr,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,Detchd,1914,Unf,2,320,TA,TA,N,0,341,0,0,0,0,0,10,2006,WD,Normal,163000
1394,P,RM,60,10800,0,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Above Average,Good,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,482,482,GasA,Ex,0,SBrkr,1221,691,0,1912,0,0,2,0,3,2,TA,7,Typ,1,Detchd,2003,Unf,2,672,Gd,TA,Y,0,25,1,0,0,0,0,4,2008,WD,Normal,163000
1172,A,RL,76,9120,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Above Average,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,GasA,Ex,1,SBrkr,1261,0,0,1261,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1958,RFn,2,433,TA,TA,Y,0,0,0,0,1,0,1400,11,2008,WD,Normal,163000
174,A,RL,80,10197,0,IR1,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491,TA,TA,CBlock,TA,TA,No,ALQ,288,Rec,1,700,1362,GasA,TA,1,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,Attchd,1961,Unf,2,504,TA,TA,Y,0,20,0,0,0,0,0,6,2008,COD,Normal,163000
1294,F,RL,78,10140,0,Reg,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Good,Average,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,1,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,Attchd,1976,RFn,2,528,TA,TA,Y,0,28,0,0,1,0,0,3,2006,WD,Normal,162900
443,E,RM,52,6240,0,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Average,Good,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,1,SBrkr,1128,445,0,1573,0,0,2,0,3,1,TA,8,Typ,1,Detchd,1930,Unf,2,360,TA,TA,P,0,0,0,0,0,0,0,6,2008,WD,Normal,162900
776,L,RM,32,4500,0,Reg,Lvl,1,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Above Average,Average,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,1,SBrkr,1204,0,0,1204,1,0,2,0,2,1,TA,5,Typ,0,Attchd,1998,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
509,G,RM,60,9600,0,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Good,Excellent,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,1,SBrkr,689,689,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Detchd,1928,Unf,2,360,TA,TA,N,0,0,1,0,0,0,0,10,2008,WD,Normal,161000
791,L,RL,43,3182,0,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Good,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,1,SBrkr,1145,0,0,1145,0,0,2,0,2,1,Gd,5,Typ,1,Attchd,2005,Fin,2,397,TA,TA,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,160200
489,P,RL,60,10800,0,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Average,Below Average,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,0,FuseA,1766,648,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Attchd,1970,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,0,5,2006,ConLD,Normal,160000
1299,F,RL,313,63887,0,IR3,Bnk,1,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,Very Excellent,Average,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,1,SBrkr,4692,950,0,5642,2,0,2,1,3,1,Ex,12,Typ,3,Attchd,2008,Fin,2,1418,TA,TA,Y,214,292,0,0,0,1,0,1,2008,New,Partial,160000
768,E,RL,75,12508,0,IR1,Lvl,1,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,Above Average,Good,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660,Unf,0,323,983,GasA,Ex,1,SBrkr,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,1,0,0,0,1300,7,2008,WD,Normal,160000
1084,A,RL,80,8800,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Above Average,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,BLQ,553,Unf,0,698,1251,GasA,TA,1,SBrkr,1251,0,0,1251,1,0,1,0,3,1,TA,6,Typ,2,Attchd,1964,RFn,1,461,TA,TA,Y,0,116,0,0,0,0,700,3,2006,WD,Normal,160000
626,A,RL,87,10000,0,IR1,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Above Average,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1116,1116,GasA,TA,1,SBrkr,1116,0,0,1116,0,0,1,1,3,1,TA,5,Typ,0,Attchd,1962,Unf,2,440,TA,TA,Y,0,0,0,0,1,0,0,2,2010,WD,Normal,160000
41,A,RL,84,8658,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Average,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101,TA,TA,CBlock,TA,TA,No,Rec,643,Unf,0,445,1088,GasA,Ex,1,SBrkr,1324,0,0,1324,0,0,2,0,3,1,TA,6,Typ,1,Attchd,1965,RFn,2,440,TA,TA,Y,0,138,0,0,0,0,0,12,2006,WD,Abnorml,160000
967,E,RL,130,9600,0,IR1,HLS,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Average,Good,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428,Unf,0,300,728,GasA,Ex,1,SBrkr,976,332,0,1308,1,0,1,1,2,1,TA,7,Min2,2,Detchd,1940,Unf,1,256,TA,TA,Y,0,70,0,0,0,0,0,6,2009,WD,Normal,160000
1092,N,FV,24,2160,0,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Good,Average,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212,Gd,TA,PConc,Gd,TA,No,BLQ,510,Unf,0,90,600,GasA,Ex,1,SBrkr,624,628,0,1252,1,0,2,1,2,1,Gd,4,Typ,0,Detchd,1999,Unf,2,462,TA,TA,Y,0,48,0,0,0,0,0,3,2008,WD,Normal,160000
1435,A,RL,80,17400,0,Reg,Low,1,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Average,Average,1977,1977,Gable,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,ALQ,936,Unf,0,190,1126,GasA,Fa,1,SBrkr,1126,0,0,1126,1,0,2,0,3,1,TA,5,Typ,1,Attchd,1977,RFn,2,484,TA,TA,P,295,41,0,0,0,0,0,5,2006,WD,Normal,160000
809,I,RL,85,13400,0,Reg,Lvl,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Average,Average,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,1,380,1024,GasA,TA,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,1,Attchd,1966,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,159950
983,A,RL,43,3182,0,Reg,Lvl,1,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1266,1266,GasA,Ex,1,SBrkr,1266,0,0,1266,0,0,2,0,2,1,Gd,6,Typ,1,Attchd,2007,Fin,2,388,TA,TA,Y,100,16,0,0,0,0,0,3,2008,WD,Normal,159895
717,G,RM,60,10800,0,Reg,Bnk,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Good,Very Good,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,1,SBrkr,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,Detchd,1996,Unf,2,704,TA,TA,P,0,48,1,0,0,0,0,7,2007,WD,Normal,159500
1104,A,RL,79,8910,0,Reg,Lvl,1,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Above Average,Above Average,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,Mn,ALQ,655,Unf,0,0,655,GasA,Ex,1,SBrkr,1194,0,0,1194,0,1,1,0,3,1,TA,6,Typ,1,BuiltIn,1954,Fin,2,539,TA,TA,Y,0,0,1,0,0,0,0,7,2006,WD,Normal,159500
1074,F,RL,75,7950,0,IR1,Bnk,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Above Average,Above Average,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,TA,TA,CBlock,TA,TA,No,BLQ,535,Unf,0,155,690,GasA,TA,1,SBrkr,698,728,0,1426,0,0,1,1,3,1,TA,6,Typ,0,Attchd,1977,Fin,2,440,TA,TA,Y,252,0,0,0,0,0,0,7,2009,WD,Normal,159500
682,E,RH,55,4500,0,IR2,Bnk,1,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Average,Average,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,GasA,Ex,1,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,Detchd,1968,Unf,1,281,TA,TA,Y,0,0,1,0,0,0,0,7,2009,WD,Abnorml,159434
287,E,RL,77,9786,0,IR1,Bnk,1,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Above Average,Good,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,912,GasA,TA,1,SBrkr,1085,649,0,1734,0,0,1,1,3,1,Gd,7,Typ,1,Attchd,1962,RFn,2,440,TA,TA,Y,0,0,0,0,1,0,0,6,2006,WD,Normal,159000
19,A,RL,66,13695,0,Reg,Lvl,1,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Average,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,0,468,1114,GasA,Ex,1,SBrkr,1114,0,0,1114,1,0,1,1,3,1,Gd,6,Typ,0,Detchd,2004,Unf,2,576,TA,TA,Y,0,102,0,0,0,0,0,6,2008,WD,Normal,159000
523,E,RM,50,5000,0,Reg,Lvl,1,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,Above Average,Good,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,0,605,1004,GasA,Ex,1,SBrkr,1004,660,0,1664,0,0,2,0,3,1,TA,7,Typ,2,Detchd,1950,Unf,2,420,TA,TA,Y,0,24,1,0,0,0,0,10,2006,WD,Normal,159000
300,A,RL,80,14000,0,Reg,Lvl,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Above Average,Very Good,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,1092,GasA,Ex,1,SBrkr,1152,0,0,1152,0,1,1,0,3,1,Gd,6,Typ,1,Attchd,1950,Unf,1,300,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD,Family,158500
